"ï»¿""Data Source""",World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
High income,HIC,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16893.23548,17532.47365,18059.48922,18565.00864,19324.99547,20112.71115,20977.02686,21994.17201,22651.8913,23619.80231,25203.77555,26125.78024,26951.13349,27993.51436,29692.55578,31419.6119,33768.30792,35590.26186,36738.02208,35839.26681,37190.5416,38752.02319,39686.98874,40790.20768,
"Hong Kong SAR, China",HKG,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16970,18280,19670,21820,23050,23750,23660,25250,24160,25210,27190,28170,28480,30560,33730,36640,40890,44680,47440,45260,48150,51450,51920,54270,
Honduras,HND,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,1970,2050,2260,2230,2280,2350,2510,2570,2530,2670,2750,2820,2930,3110,3350,3600,3920,4090,3980,3990,4110,4190,4270,
Heavily indebted poor countries (HIPC),HPC,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.8972724,876.394813,867.4691198,876.7906723,877.8584366,907.8204248,960.1098296,1001.352992,1022.905074,1038.87542,1062.004525,1096.649002,1118.371288,1164.255648,1227.695665,1310.572302,1404.036693,1498.46182,1570.116109,1611.793891,1675.698565,1748.044825,1805.671794,1872.045133,
Croatia,HRV,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8110,9110,9720,10150,9890,10850,11580,12540,13200,14410,15210,16630,18540,19900,18780,18440,20010,20480,20830,
Haiti,HTI,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1370,1420,1450,1510,1540,1580,1490,1590,1650,1720,
Hungary,HUN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8240,8640,8830,9080,9560,10210,10600,11500,12950,14130,14870,15560,16340,17660,17990,19470,19930,20480,21650,21620,22800,
Indonesia,IDN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2650,2660,2900,3440,3760,4090,4420,4630,3900,3840,4010,4110,4240,4870,5140,5510,5950,6410,6870,7150,7640,8190,8750,9270,
Isle of Man,IMN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160,1180,1250,1320,1410,1520,1640,1710,1800,1960,2040,2150,2240,2420,2650,2940,3260,3640,3800,4100,4500,4840,5080,5350,
Not classified,INX,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12420,13060,13540,14220,15370,16830,18360,19990,22000,23150,25640,26790,28320,30460,32400,34530,38210,40220,37780,34670,36070,36740,37380,39250,
"Iran, Islamic Rep.",IRN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5610,6420,6750,6610,6630,6930,7440,7720,7900,8000,8480,8880,9380,10100,10810,11530,12460,13710,13240,13170,,,16540,15610,
Iraq,IRQ,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8890,9480,10490,10690,11750,11930,12220,13230,14570,14930,
Iceland,ISL,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21040,21590,21160,21690,22590,23030,24130,26030,27710,28590,28760,30340,31940,31210,33460,34540,34600,37010,33030,32660,32400,34850,36160,41160,
Israel,ISR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13100,13590,14350,14920,15910,17090,18340,18820,19160,19320,21480,22280,22580,21350,23000,23050,24790,26870,26550,26530,27960,29650,30510,32140,
Italy,ITA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18040,18880,19420,19740,20560,21670,22450,23360,24560,25120,26570,28170,27780,28290,28710,29700,32110,33720,34860,34260,34630,35800,35500,35540,
Jamaica,JAM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4330,4620,4880,5700,5790,6040,6210,6200,5960,6060,6200,6320,,,,,9150,8090,8240,7800,7890,8170,8420,8490,
Jordan,JOR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4330,3940,4630,4790,4960,5260,5290,5470,5590,5750,6170,6520,6770,7050,7760,8490,9280,10180,10800,11110,10940,11190,11400,11670,
Japan,JPN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19370,20620,21250,21750,22310,23130,24180,24980,24680,24910,26260,27000,27680,28410,29930,31150,32730,34500,34710,32880,34830,35380,36540,37790,
Kazakhstan,KAZ,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6810,6150,5850,6060,6350,6400,6600,7170,8450,9520,10450,11570,12600,13870,15210,15440,15970,16690,17710,18870,20680,
Kenya,KEN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470,1490,1460,1430,1470,1550,1620,1630,1660,1670,1680,1740,1730,1760,1860,1990,2120,2270,2260,2290,2440,2590,2670,2780,
Kyrgyz Republic,KGZ,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250,2100,1830,1580,1280,1210,1300,1410,1420,1450,1550,1690,1700,1840,1980,2030,2180,2420,2570,2640,2560,2610,2850,3080,
Cambodia,KHM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780,810,860,880,970,1050,1130,1190,1310,1450,1660,1870,2090,2250,2230,2340,2530,2710,2890,
Kiribati,KIR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1450,1480,1480,1570,1660,1520,1910,2220,2060,2320,2500,2320,2290,2390,2420,2350,2470,2560,2420,2390,2390,2660,2780,
St. Kitts and Nevis,KNA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8950,9120,9420,10130,10750,11370,11710,12770,12670,13280,14040,14800,15010,14440,15570,17540,19160,20080,21030,19740,19220,19740,19790,20990,
"Korea, Rep.",KOR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8600,9660,10340,11140,12250,13460,14560,15480,14530,16250,17990,19060,20700,21260,22850,24030,25720,27830,28720,28410,30450,31510,32150,33440,
Kosovo,,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6880,7350,7610,7650,8020,8420,8840,9090,
Kuwait,KWT,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70440,71280,74610,75450,67910,69840,67070,64650,73710,82110,89370,95730,98580,94260,84920,83120,88170,,,
Latin America & Caribbean (developing only),LAC,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5626.548538,5929.886381,6126.240159,6698.0256,7060.536809,7068.673733,7307.716203,7687.845543,7786.657991,7789.810199,8159.62655,8242.123231,8222.529179,8421.45162,9064.64582,9784.273931,10633.10817,11429.97066,12048.58383,11946.71562,12676.38384,13394.77602,13777.89986,14204.14243,
Lao PDR,LAO,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,1100,1150,1210,1310,1390,1480,1540,1580,1710,1770,1890,2010,2100,2300,2550,2710,3000,3190,3450,3570,3840,4170,4550,
Lebanon,LBN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6100,7610,7630,8040,8670,9320,9730,9520,9790,9780,9960,9970,9590,8350,10240,10820,11260,12740,13800,14800,15720,16360,17090,17400,
Liberia,LBR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,240,230,360,320,420,260,250,300,340,410,460,540,580,670,730,790,
Libya,LBY,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17630,20190,20700,23140,25480,27610,27970,28080,,,,,
St. Lucia,LCA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800,4990,5460,5630,5800,6000,6410,6490,6840,7040,7460,7220,7370,7690,8320,8340,9440,9430,9770,10010,9980,10370,10180,10290,
Latin America & Caribbean (all income levels),LCN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5670.201465,5980.004563,6194.441778,6762.320993,7128.095799,7166.424989,7424.732497,7815.473546,7928.197129,7934.716779,8322.785279,8424.32465,8412.670553,8623.17557,9272.343308,10003.29107,10885.78765,11699.42697,12307.42221,12198.45695,12964.80086,13716.56996,14126.2087,14570.67589,
Least developed countries: UN classification,LDC,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.0720251,786.69208,781.6233792,793.9262414,800.1563223,845.8825935,891.3412032,936.090566,961.8506338,987.1809219,1033.733971,1081.755553,1124.853875,1181.983735,1260.074541,1366.993407,1498.799657,1635.942254,1730.241119,1808.641537,1878.378424,1942.98764,2018.560081,2100.050485,
Low income,LIC,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.3678238,757.9011796,748.192927,756.7685719,767.034555,795.5133075,835.7348167,862.6655797,882.946402,908.5541066,942.7812988,984.3584053,1004.489934,1049.330795,1119.760682,1202.140134,1294.681107,1394.759334,1468.828572,1529.683712,1612.930213,1709.574417,1811.612484,1902.708484,
Liechtenstein,LIE,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2140,2280,2430,2630,2780,2930,3060,3280,3420,3560,3840,3940,4150,4450,4750,5140,5630,6140,6480,6770,7330,8020,8830,9470,
Lower middle income,LMC,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1826.063213,1841.989771,1895.021554,1970.940365,2053.607327,2168.560229,2302.083566,2392.980144,2395.394772,2500.137587,2612.954443,2742.420312,2841.556352,3082.228085,3361.121855,3650.612505,4005.085155,4363.946073,4585.160253,4788.299398,5137.024186,5415.0014,5681.925166,5965.941542,
Low & middle income,LMY,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2139.949718,2231.217694,2333.792194,2495.477945,2628.826555,2753.82849,2923.7669,3077.312323,3159.565297,3264.294886,3466.351312,3624.338142,3782.418328,4057.60971,4440.031283,4862.017233,5394.322416,5958.973725,6364.121616,6592.891292,7100.579674,7590.864493,8034.010157,8439.127849,
Lesotho,LSO,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410,1440,1460,1450,1510,1500,1580,1630,1600,1650,1710,2090,2130,2230,2240,2210,2260,2340,2450,2510,2600,2850,2990,3160,
Lithuania,LTU,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9320,9070,7330,6310,5860,6200,6600,7170,7820,7830,8470,9450,10520,11870,12840,14440,16420,18360,19980,18410,19440,21490,23050,24550,
Luxembourg,LUX,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25820,28810,29450,30410,30640,32260,33540,35220,35640,39490,41920,43600,48470,48030,53090,59250,56050,65690,67240,52700,55030,59240,57980,57420,
Latvia,LVA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7820,7100,5010,4980,5280,5420,5820,6490,6980,7340,8040,9010,10020,10780,11710,13140,14950,17100,18520,18130,18010,19660,21020,22510,
"Macao SAR, China",MAC,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26110,27290,30610,32110,33570,34350,33880,33890,32200,30930,32280,31420,35900,39960,49370,53580,59170,75100,69020,70040,86530,101840,112230,,
St. Martin (French part),MAF,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450,2660,2610,2580,2900,2740,3120,3060,3310,3330,3420,3720,3870,4170,4460,4710,5180,5420,5750,5950,6160,6490,6670,7000,
Monaco,MCO,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4150,3590,2600,2640,1850,1860,1890,1940,1830,1800,1870,2130,2340,2680,2990,3300,3560,3700,4090,3740,4160,4520,4710,5180,
Madagascar,MDG,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030,950,970,990,970,970,990,1030,1050,1090,1130,1190,1020,1110,1160,1220,1280,1370,1460,1370,1350,1350,1360,1370,
Maldives,MDV,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4990,5280,6030,6880,6590,7980,7760,8740,8490,8940,9310,9310,9900,
Middle East & North Africa (all income levels),MEA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7053.135718,7588.337816,7948.386436,8031.666304,8170.212301,8404.982137,8797.6097,9133.406189,9428.562346,9515.13638,9989.17082,10322.14728,10467.47384,11097.33876,11947.66908,12778.29236,13865.20326,14832.33992,15350.30363,15364.66883,15896.27917,16746.98423,17777.90077,17875.35862,
Mexico,MEX,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5800,6150,6390,8190,8560,7600,7980,8610,8940,9400,9990,10000,10060,10270,10860,11750,12840,13330,14030,13780,14590,15650,15910,16110,
Marshall Islands,MHL,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300,2880,2780,2810,2850,3090,3320,3380,3430,3510,3780,3920,4170,4120,4060,4160,4280,4330,4630,
Middle income,MIC,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2334.050891,2437.122459,2556.753511,2741.738082,2894.710825,3036.311948,3227.824451,3402.550121,3497.040249,3616.810979,3847.295248,4027.03523,4210.164419,4525.21041,4960.993994,5441.711219,6049.526783,6695.090405,7161.138916,7425.728456,8012.058593,8577.933947,9089.939393,9560.691946,
"Macedonia, FYR",MKD,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5220,5100,4780,4610,4680,4760,4870,4970,5160,5360,5710,5660,5810,6200,6800,7540,8530,8820,10360,10880,11210,11170,11430,11520,
Mali,MLI,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710,730,790,770,770,810,830,870,910,960,990,1050,1070,1180,1190,1270,1370,1420,1480,1490,1560,1590,1550,1540,
Malta,MLT,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11760,12620,13210,13870,14560,15570,14700,15600,15990,17200,18570,18440,19450,19620,19700,20070,21470,22680,25140,24420,26060,26760,26410,27030,
Myanmar,MMR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (developing only),MNA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4623.086169,4949.850303,5147.095204,5131.907224,5249.082327,5428.194022,5751.148151,5953.152936,6176.814973,6339.226974,6641.83313,6976.026779,7217.662663,7660.48131,8114.505842,8658.863928,9346.171982,10054.55631,10313.29538,10453.27647,,,,,
Montenegro,MNE,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6880,7100,7380,7720,8210,8480,10670,12590,14090,13130,13230,14180,13810,14410,
Mongolia,MNG,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2740,2580,2320,2250,2360,2550,2660,2790,2920,3020,3090,3230,3390,3650,4110,4430,4930,5450,5910,5730,5770,6770,7670,8810,
Northern Mariana Islands,MNP,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,300,270,290,300,310,340,370,410,440,440,480,530,560,600,650,670,740,780,840,880,960,1040,1100,
Mauritania,MRT,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2520,2620,1570,1640,1580,1720,1930,1830,1860,1960,1960,1910,2180,2140,2250,2350,2470,2590,2610,2490,2560,2610,2740,2850,
Mauritius,MUS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4860,5240,5640,5980,6220,6580,6970,7440,7880,8100,8940,9370,9630,9990,10790,11200,11970,13180,13870,14150,15100,15800,16540,17220,
Malawi,MWI,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,380,350,390,350,420,460,470,480,480,490,470,470,490,520,530,550,600,640,680,710,730,730,750,
Malaysia,MYS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6290,6880,7440,8200,8920,9760,10660,11270,10280,10640,11430,11610,12270,13150,14190,15260,16560,17890,18600,18330,19330,20580,21460,22530,
North America,NAC,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23603.68017,23999.60679,25010.45742,25966.15695,27238.40366,28250.57971,29478.93649,30924.96062,32250.7269,33930.93296,35768.34811,36647.64109,37508.79849,39063.64393,41317.17091,43705.66044,45748.19507,47526.96006,48044.44368,46571.88518,48077.25599,49608.88153,51127.38118,52645.27153,
Namibia,NAM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3750,4120,4260,4220,4240,4480,4470,4590,4680,4650,4880,4920,5220,5680,6270,6380,7020,7490,7720,7670,7890,8440,8890,9490,
New Caledonia,NCL,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580,600,560,560,570,580,590,600,640,630,610,650,650,670,670,700,740,750,810,780,820,820,890,890,
Nigeria,NGA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1780,1790,1770,1710,1750,1840,1950,1990,1960,,1950,2120,2160,2340,3140,3240,3870,3960,4170,4310,4740,4930,5130,5360,
Nicaragua,NIC,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950,1560,1460,1510,1810,1990,2140,2260,2370,2530,2660,2740,2780,2880,3090,3310,3460,3720,3870,3720,3860,4110,4310,4510,
Netherlands,NLD,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18720,19740,20300,21050,22150,23390,24350,26030,27160,29230,32210,32560,33860,34040,35880,36990,41030,43570,44890,44280,45030,46340,45970,46400,
High income: nonOECD,NOC,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11667.01005,11982.96208,11552.00571,11569.25401,11407.85284,11607.41122,11870.89786,12492.35869,12454.37032,13012.93887,14319.97467,14953.92992,15585.93295,17064.26401,18891.40864,20941.40858,24207.31626,26496.69234,29246.52255,28449.71536,30209.44674,32679.34214,34297.50888,35165.8973,
Norway,NOR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17370,18350,19530,20400,21900,23280,25750,27660,27110,29550,35690,37160,37170,38530,42530,48160,53940,55590,61060,55610,58420,62560,66220,66520,
Nepal,NPL,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810,860,900,930,1000,1030,1070,1120,1140,1180,1250,1320,1310,1360,1440,1520,1610,1690,1810,1890,1970,2060,2170,2260,
New Zealand,NZL,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14200,13550,13920,14740,15770,16620,16860,17730,18240,19140,20090,21200,21920,22580,23400,23810,25490,26780,27020,28980,28800,30240,30750,,
High income: OECD,OEC,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18264.65581,18977.94565,19689.40793,20300.2178,21257.60907,22190.53745,23189.80775,24296.83732,25103.28989,26160.37184,27812.44377,28798.38975,29665.19594,30607.072,32281.02585,33939.27184,36089.05247,37815.95907,38607.51468,37686.68313,38958.72874,40323.67841,41119.88811,42285.80458,
OECD members,OED,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16446.61159,17080.0378,17711.57749,18393.34281,19212.91104,19930.85935,20819.70657,21824.66526,22654.85894,23553.4529,25049.43662,25843.52358,26581.52489,27393.20452,28926.19314,30465.41741,32455.39787,33995.55243,34786.33605,33944.7393,35160.57342,36498.79685,37174.16748,38200.48326,
Oman,OMN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22170,23580,24670,25780,26460,27870,28870,31040,31980,32390,35440,37430,34920,34320,34980,35450,38390,41160,43850,44830,41420,39440,52780,,
Other small states,OSS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3237.295572,3483.164763,3540.34454,3640.052423,3676.753675,3888.166159,4037.643802,4376.479204,4505.141317,4517.583829,4604.051164,4822.868411,4938.861911,5109.869613,5368.55392,5931.37422,6775.303629,7363.614885,7673.092983,7773.898503,7887.697983,8394.398046,8548.450148,8820.466554,
Pakistan,PAK,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2070,2190,2220,2280,2390,2460,2450,2470,2540,2630,2690,2820,3030,3260,3550,3810,4020,4100,4200,4290,4450,4640,4840,
Panama,PAN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4590,4990,5450,5880,6120,6120,6360,6700,7060,7200,7470,7550,7930,7960,8470,9210,11710,13140,14240,14630,15340,15290,16630,19300,
Peru,PER,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3420,3390,3390,3550,4010,4310,4490,4790,4790,4860,5000,5100,5360,5570,5820,6230,6690,7410,8240,8330,8980,9610,10390,11160,
Philippines,PHL,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550,2590,2640,2710,2850,2990,3180,3380,3600,3660,3940,4090,4240,4590,4960,5390,5730,6140,6480,6810,7330,6850,7310,7840,
